nazwa_zmiennej;kraj;formula egzaminu;rodzaj_egzaminu;poziom_egzaminu;przedmiot;plec;typ_informacji_z_jednostka_miary;rok;wartosc;flaga
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język kaszubski;mężczyźni;relacja [%];2016;43,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łemkowski;mężczyźni;relacja [%];2016;0;(.)
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język polski;ogółem;relacja [%];2016;60,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język białoruski;ogółem;relacja [%];2016;100,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język litewski;ogółem;relacja [%];2016;79,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język ukraiński;ogółem;relacja [%];2016;86,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;matematyka;ogółem;relacja [%];2016;30,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język angielski;ogółem;relacja [%];2016;55,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język niemiecki;ogółem;relacja [%];2016;53,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język francuski;ogółem;relacja [%];2016;65,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język rosyjski;ogółem;relacja [%];2016;57,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język hiszpański;ogółem;relacja [%];2016;58,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język włoski;ogółem;relacja [%];2016;67,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;ogółem;relacja [%];2016;26,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;geografia;ogółem;relacja [%];2016;38,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;biologia;ogółem;relacja [%];2016;36,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;chemia;ogółem;relacja [%];2016;38,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia;ogółem;relacja [%];2016;42,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;fizyka;ogółem;relacja [%];2016;41,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia muzyki;ogółem;relacja [%];2016;49,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia sztuki;ogółem;relacja [%];2016;44,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;filozofia;ogółem;relacja [%];2016;48,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;ogółem;relacja [%];2016;48,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;informatyka;ogółem;relacja [%];2016;38,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język kaszubski;ogółem;relacja [%];2016;55,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łemkowski;ogółem;relacja [%];2016;47,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język polski;kobiety;relacja [%];2016;65,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język angielski;kobiety;relacja [%];2016;68,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język niemiecki;kobiety;relacja [%];2016;65,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język francuski;kobiety;relacja [%];2016;79,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język rosyjski;kobiety;relacja [%];2016;66,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język hiszpański;kobiety;relacja [%];2016;78,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język włoski;kobiety;relacja [%];2016;79,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język polski;mężczyźni;relacja [%];2016;60,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język angielski;mężczyźni;relacja [%];2016;68,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język niemiecki;mężczyźni;relacja [%];2016;60,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język francuski;mężczyźni;relacja [%];2016;80,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język rosyjski;mężczyźni;relacja [%];2016;59,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język hiszpański;mężczyźni;relacja [%];2016;80,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język włoski;mężczyźni;relacja [%];2016;79,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język polski;ogółem;relacja [%];2016;63,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język angielski;ogółem;relacja [%];2016;68,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język niemiecki;ogółem;relacja [%];2016;63,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język francuski;ogółem;relacja [%];2016;80,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język rosyjski;ogółem;relacja [%];2016;63,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język hiszpański;ogółem;relacja [%];2016;79,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język włoski;ogółem;relacja [%];2016;79,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język polski;kobiety;relacja [%];2017;59,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język białoruski;kobiety;relacja [%];2017;78,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język litewski;kobiety;relacja [%];2017;83,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język ukraiński;kobiety;relacja [%];2017;77,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;matematyka;kobiety;relacja [%];2017;54,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język angielski;kobiety;relacja [%];2017;70,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język niemiecki;kobiety;relacja [%];2017;65,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język francuski;kobiety;relacja [%];2017;77,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język rosyjski;kobiety;relacja [%];2017;63,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język hiszpański;kobiety;relacja [%];2017;77,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język włoski;kobiety;relacja [%];2017;81,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język polski;mężczyźni;relacja [%];2017;53,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język białoruski;mężczyźni;relacja [%];2017;68,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język litewski;mężczyźni;relacja [%];2017;67,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język ukraiński;mężczyźni;relacja [%];2017;74,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;matematyka;mężczyźni;relacja [%];2017;55,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język angielski;mężczyźni;relacja [%];2017;72,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język niemiecki;mężczyźni;relacja [%];2017;63,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język francuski;mężczyźni;relacja [%];2017;79,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język rosyjski;mężczyźni;relacja [%];2017;57,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język hiszpański;mężczyźni;relacja [%];2017;78,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język włoski;mężczyźni;relacja [%];2017;80,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język polski;ogółem;relacja [%];2017;56,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język białoruski;ogółem;relacja [%];2017;73,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język litewski;ogółem;relacja [%];2017;75,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język ukraiński;ogółem;relacja [%];2017;76,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;matematyka;ogółem;relacja [%];2017;54,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język angielski;ogółem;relacja [%];2017;71,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język niemiecki;ogółem;relacja [%];2017;64,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język francuski;ogółem;relacja [%];2017;78,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język rosyjski;ogółem;relacja [%];2017;61,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język hiszpański;ogółem;relacja [%];2017;77,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język włoski;ogółem;relacja [%];2017;81,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język polski;kobiety;relacja [%];2017;50,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język białoruski;kobiety;relacja [%];2017;100,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język litewski;kobiety;relacja [%];2017;84,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język ukraiński;kobiety;relacja [%];2017;81,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;matematyka;kobiety;relacja [%];2017;41,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język angielski;kobiety;relacja [%];2017;59,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język niemiecki;kobiety;relacja [%];2017;56,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język francuski;kobiety;relacja [%];2017;60,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język rosyjski;kobiety;relacja [%];2017;57,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język hiszpański;kobiety;relacja [%];2017;55,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język włoski;kobiety;relacja [%];2017;68,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;kobiety;relacja [%];2017;25,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;geografia;kobiety;relacja [%];2017;30,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;biologia;kobiety;relacja [%];2017;36,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;chemia;kobiety;relacja [%];2017;39,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia;kobiety;relacja [%];2017;32,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;fizyka;kobiety;relacja [%];2017;39,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia muzyki;kobiety;relacja [%];2017;53,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia sztuki;kobiety;relacja [%];2017;45,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;filozofia;kobiety;relacja [%];2017;44,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;kobiety;relacja [%];2017;60,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;informatyka;kobiety;relacja [%];2017;34,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język kaszubski;kobiety;relacja [%];2017;75,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łemkowski;kobiety;relacja [%];2017;90,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język polski;mężczyźni;relacja [%];2017;47,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język białoruski;mężczyźni;relacja [%];2017;100,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język litewski;mężczyźni;relacja [%];2017;65,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język ukraiński;mężczyźni;relacja [%];2017;78,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;matematyka;mężczyźni;relacja [%];2017;34,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język angielski;mężczyźni;relacja [%];2017;59,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język niemiecki;mężczyźni;relacja [%];2017;54,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język francuski;mężczyźni;relacja [%];2017;63,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język rosyjski;mężczyźni;relacja [%];2017;56,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język hiszpański;mężczyźni;relacja [%];2017;52,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język włoski;mężczyźni;relacja [%];2017;67,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;mężczyźni;relacja [%];2017;28,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;geografia;mężczyźni;relacja [%];2017;30,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;biologia;mężczyźni;relacja [%];2017;37,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;chemia;mężczyźni;relacja [%];2017;44,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia;mężczyźni;relacja [%];2017;34,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;fizyka;mężczyźni;relacja [%];2017;40,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia muzyki;mężczyźni;relacja [%];2017;37,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia sztuki;mężczyźni;relacja [%];2017;37,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;filozofia;mężczyźni;relacja [%];2017;40,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;mężczyźni;relacja [%];2017;71,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;informatyka;mężczyźni;relacja [%];2017;32,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język kaszubski;mężczyźni;relacja [%];2017;70,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łemkowski;mężczyźni;relacja [%];2017;0;(.)
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język polski;ogółem;relacja [%];2017;49,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język białoruski;ogółem;relacja [%];2017;100,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język litewski;ogółem;relacja [%];2017;76,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język ukraiński;ogółem;relacja [%];2017;80,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;matematyka;ogółem;relacja [%];2017;36,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język angielski;ogółem;relacja [%];2017;59,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język niemiecki;ogółem;relacja [%];2017;55,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język francuski;ogółem;relacja [%];2017;61,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język rosyjski;ogółem;relacja [%];2017;57,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język hiszpański;ogółem;relacja [%];2017;54,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język włoski;ogółem;relacja [%];2017;68,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;ogółem;relacja [%];2017;26,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;geografia;ogółem;relacja [%];2017;30,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;biologia;ogółem;relacja [%];2017;36,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;chemia;ogółem;relacja [%];2017;41,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia;ogółem;relacja [%];2017;33,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;fizyka;ogółem;relacja [%];2017;40,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia muzyki;ogółem;relacja [%];2017;46,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia sztuki;ogółem;relacja [%];2017;44,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;filozofia;ogółem;relacja [%];2017;42,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;ogółem;relacja [%];2017;64,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;informatyka;ogółem;relacja [%];2017;32,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język kaszubski;ogółem;relacja [%];2017;73,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łemkowski;ogółem;relacja [%];2017;90,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język polski;kobiety;relacja [%];2017;67,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język angielski;kobiety;relacja [%];2017;68,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język niemiecki;kobiety;relacja [%];2017;64,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język francuski;kobiety;relacja [%];2017;79,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język rosyjski;kobiety;relacja [%];2017;66,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język hiszpański;kobiety;relacja [%];2017;79,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język włoski;kobiety;relacja [%];2017;82,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język polski;mężczyźni;relacja [%];2017;62,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język angielski;mężczyźni;relacja [%];2017;69,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język niemiecki;mężczyźni;relacja [%];2017;62,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język francuski;mężczyźni;relacja [%];2017;81,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język rosyjski;mężczyźni;relacja [%];2017;60,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język hiszpański;mężczyźni;relacja [%];2017;79,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język włoski;mężczyźni;relacja [%];2017;80,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język polski;ogółem;relacja [%];2017;64,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język angielski;ogółem;relacja [%];2017;68,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język niemiecki;ogółem;relacja [%];2017;63,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język francuski;ogółem;relacja [%];2017;79,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język rosyjski;ogółem;relacja [%];2017;64,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język hiszpański;ogółem;relacja [%];2017;79,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język włoski;ogółem;relacja [%];2017;81,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język polski;kobiety;relacja [%];2018;58,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język białoruski;kobiety;relacja [%];2018;73,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język litewski;kobiety;relacja [%];2018;79,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język ukraiński;kobiety;relacja [%];2018;78,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;matematyka;kobiety;relacja [%];2018;55,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język angielski;kobiety;relacja [%];2018;72,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język niemiecki;kobiety;relacja [%];2018;62,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język francuski;kobiety;relacja [%];2018;81,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język rosyjski;kobiety;relacja [%];2018;62,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język hiszpański;kobiety;relacja [%];2018;78,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język włoski;kobiety;relacja [%];2018;81,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język polski;mężczyźni;relacja [%];2018;51,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język białoruski;mężczyźni;relacja [%];2018;62,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język litewski;mężczyźni;relacja [%];2018;77,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język ukraiński;mężczyźni;relacja [%];2018;72,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;matematyka;mężczyźni;relacja [%];2018;56,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język angielski;mężczyźni;relacja [%];2018;73,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język niemiecki;mężczyźni;relacja [%];2018;60,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język francuski;mężczyźni;relacja [%];2018;83,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język rosyjski;mężczyźni;relacja [%];2018;57,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język hiszpański;mężczyźni;relacja [%];2018;80,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język włoski;mężczyźni;relacja [%];2018;82,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język polski;ogółem;relacja [%];2018;55,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język białoruski;ogółem;relacja [%];2018;70,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język litewski;ogółem;relacja [%];2018;78,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język ukraiński;ogółem;relacja [%];2018;76,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;matematyka;ogółem;relacja [%];2018;55,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język angielski;ogółem;relacja [%];2018;73,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język niemiecki;ogółem;relacja [%];2018;61,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język francuski;ogółem;relacja [%];2018;82,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język rosyjski;ogółem;relacja [%];2018;60,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język hiszpański;ogółem;relacja [%];2018;79,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język włoski;ogółem;relacja [%];2018;81,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język polski;kobiety;relacja [%];2018;51,8;
