nazwa_zmiennej;kraj;wojewodztwo;status_zdajacych;plec;typ_informacji_z_jednostka_miary;rok;wartosc;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubelskie;zdało;mężczyźni;wartość [osoba];2016;5761;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubelskie;zdało;kobiety;wartość [osoba];2016;7287;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubelskie;zdało;mężczyźni;wartość [osoba];2017;5783;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubelskie;zdało;kobiety;wartość [osoba];2017;7247;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubelskie;zdało;mężczyźni;wartość [osoba];2018;2043;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubelskie;zdało;kobiety;wartość [osoba];2018;2502;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubelskie;zdało;mężczyźni;wartość [osoba];2019;5530;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubelskie;zdało;kobiety;wartość [osoba];2019;6758;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubelskie;zdało;mężczyźni;wartość [osoba];2020;5094;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubelskie;zdało;kobiety;wartość [osoba];2020;6297;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubelskie;zdało;mężczyźni;wartość [osoba];2021;5283;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubelskie;zdało;kobiety;wartość [osoba];2021;6445;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubelskie;zdało;mężczyźni;wartość [osoba];2022;5454;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubelskie;zdało;kobiety;wartość [osoba];2022;6740;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubelskie;zdało;mężczyźni;wartość [osoba];2023;5431;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubelskie;zdało;kobiety;wartość [osoba];2023;6534;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;mężczyźni;wartość [osoba];2010;3745;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;kobiety;wartość [osoba];2010;5079;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;mężczyźni;wartość [osoba];2011;3351;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;kobiety;wartość [osoba];2011;4439;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;mężczyźni;wartość [osoba];2012;3203;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;kobiety;wartość [osoba];2012;4353;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;mężczyźni;wartość [osoba];2013;3121;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;kobiety;wartość [osoba];2013;4222;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;mężczyźni;wartość [osoba];2014;3028;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;kobiety;wartość [osoba];2014;3959;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;mężczyźni;wartość [osoba];2015;2811;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;kobiety;wartość [osoba];2015;3532;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;mężczyźni;wartość [osoba];2016;2520;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;kobiety;wartość [osoba];2016;3244;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;mężczyźni;wartość [osoba];2017;2687;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;kobiety;wartość [osoba];2017;3272;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;mężczyźni;wartość [osoba];2018;7219;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;kobiety;wartość [osoba];2018;8531;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;mężczyźni;wartość [osoba];2019;2585;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;kobiety;wartość [osoba];2019;2978;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;mężczyźni;wartość [osoba];2020;2807;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;kobiety;wartość [osoba];2020;3296;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;mężczyźni;wartość [osoba];2021;2780;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;kobiety;wartość [osoba];2021;3469;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;mężczyźni;wartość [osoba];2022;2648;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;kobiety;wartość [osoba];2022;3335;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;mężczyźni;wartość [osoba];2023;2548;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;przystąpiło;kobiety;wartość [osoba];2023;3261;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;mężczyźni;wartość [osoba];2010;3067;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;kobiety;wartość [osoba];2010;4197;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;mężczyźni;wartość [osoba];2011;2593;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;kobiety;wartość [osoba];2011;3378;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;mężczyźni;wartość [osoba];2012;2684;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;kobiety;wartość [osoba];2012;3538;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;mężczyźni;wartość [osoba];2013;2608;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;kobiety;wartość [osoba];2013;3498;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;mężczyźni;wartość [osoba];2014;2260;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;kobiety;wartość [osoba];2014;2887;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;mężczyźni;wartość [osoba];2015;2166;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;kobiety;wartość [osoba];2015;2642;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;mężczyźni;wartość [osoba];2016;2068;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;kobiety;wartość [osoba];2016;2631;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;mężczyźni;wartość [osoba];2017;2185;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;kobiety;wartość [osoba];2017;2568;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;mężczyźni;wartość [osoba];2018;5562;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;kobiety;wartość [osoba];2018;6926;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;mężczyźni;wartość [osoba];2019;2074;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;kobiety;wartość [osoba];2019;2351;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;mężczyźni;wartość [osoba];2020;2010;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;kobiety;wartość [osoba];2020;2396;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;mężczyźni;wartość [osoba];2021;2015;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;kobiety;wartość [osoba];2021;2497;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;mężczyźni;wartość [osoba];2022;2057;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;kobiety;wartość [osoba];2022;2560;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;mężczyźni;wartość [osoba];2023;2169;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Lubuskie;zdało;kobiety;wartość [osoba];2023;2730;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;mężczyźni;wartość [osoba];2010;10280;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;kobiety;wartość [osoba];2010;13152;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;mężczyźni;wartość [osoba];2011;9715;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;kobiety;wartość [osoba];2011;12110;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;mężczyźni;wartość [osoba];2012;9181;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;kobiety;wartość [osoba];2012;11925;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;mężczyźni;wartość [osoba];2013;8985;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;kobiety;wartość [osoba];2013;11134;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;mężczyźni;wartość [osoba];2014;8318;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;kobiety;wartość [osoba];2014;10353;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;mężczyźni;wartość [osoba];2015;7896;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;kobiety;wartość [osoba];2015;9600;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;mężczyźni;wartość [osoba];2016;7462;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;kobiety;wartość [osoba];2016;8940;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;mężczyźni;wartość [osoba];2017;7233;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;kobiety;wartość [osoba];2017;8956;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;mężczyźni;wartość [osoba];2018;7178;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;kobiety;wartość [osoba];2018;8480;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;mężczyźni;wartość [osoba];2019;7189;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;kobiety;wartość [osoba];2019;8390;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;mężczyźni;wartość [osoba];2020;7536;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;kobiety;wartość [osoba];2020;8694;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;mężczyźni;wartość [osoba];2021;7822;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;kobiety;wartość [osoba];2021;9205;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;mężczyźni;wartość [osoba];2022;7760;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;kobiety;wartość [osoba];2022;9188;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;mężczyźni;wartość [osoba];2023;7330;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;przystąpiło;kobiety;wartość [osoba];2023;8625;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;mężczyźni;wartość [osoba];2010;8243;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;kobiety;wartość [osoba];2010;10951;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;mężczyźni;wartość [osoba];2011;7330;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;kobiety;wartość [osoba];2011;9257;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;mężczyźni;wartość [osoba];2012;7287;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;kobiety;wartość [osoba];2012;9616;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;mężczyźni;wartość [osoba];2013;7097;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;kobiety;wartość [osoba];2013;9109;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;mężczyźni;wartość [osoba];2014;5777;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;kobiety;wartość [osoba];2014;7538;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;mężczyźni;wartość [osoba];2015;5843;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;kobiety;wartość [osoba];2015;7080;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;mężczyźni;wartość [osoba];2016;5820;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;kobiety;wartość [osoba];2016;7284;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;mężczyźni;wartość [osoba];2017;5699;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;kobiety;wartość [osoba];2017;7166;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;mężczyźni;wartość [osoba];2018;5583;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;kobiety;wartość [osoba];2018;6833;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;mężczyźni;wartość [osoba];2019;5624;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;kobiety;wartość [osoba];2019;6824;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;mężczyźni;wartość [osoba];2020;5270;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;kobiety;wartość [osoba];2020;6493;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;mężczyźni;wartość [osoba];2021;5528;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;kobiety;wartość [osoba];2021;6860;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;mężczyźni;wartość [osoba];2022;5877;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;kobiety;wartość [osoba];2022;7165;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;mężczyźni;wartość [osoba];2023;6099;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Łódzkie;zdało;kobiety;wartość [osoba];2023;7218;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;mężczyźni;wartość [osoba];2010;15190;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;kobiety;wartość [osoba];2010;19794;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;mężczyźni;wartość [osoba];2011;14637;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;kobiety;wartość [osoba];2011;18681;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;mężczyźni;wartość [osoba];2012;13877;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;kobiety;wartość [osoba];2012;17914;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;mężczyźni;wartość [osoba];2013;13273;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;kobiety;wartość [osoba];2013;16982;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;mężczyźni;wartość [osoba];2014;12562;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;kobiety;wartość [osoba];2014;15697;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;mężczyźni;wartość [osoba];2015;11843;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;kobiety;wartość [osoba];2015;14577;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;mężczyźni;wartość [osoba];2016;11143;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;kobiety;wartość [osoba];2016;13893;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;mężczyźni;wartość [osoba];2017;11016;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;kobiety;wartość [osoba];2017;13789;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;mężczyźni;wartość [osoba];2018;11042;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;kobiety;wartość [osoba];2018;13826;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;mężczyźni;wartość [osoba];2019;11305;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;kobiety;wartość [osoba];2019;13824;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;mężczyźni;wartość [osoba];2020;11766;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;kobiety;wartość [osoba];2020;14072;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;mężczyźni;wartość [osoba];2021;12215;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;kobiety;wartość [osoba];2021;14415;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;mężczyźni;wartość [osoba];2022;12007;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;kobiety;wartość [osoba];2022;14401;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;mężczyźni;wartość [osoba];2023;11226;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;przystąpiło;kobiety;wartość [osoba];2023;13832;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;mężczyźni;wartość [osoba];2010;12328;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;kobiety;wartość [osoba];2010;16558;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;mężczyźni;wartość [osoba];2011;11328;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;kobiety;wartość [osoba];2011;14413;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;mężczyźni;wartość [osoba];2012;11427;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;kobiety;wartość [osoba];2012;14782;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;mężczyźni;wartość [osoba];2013;10931;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;kobiety;wartość [osoba];2013;14343;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;mężczyźni;wartość [osoba];2014;8951;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;kobiety;wartość [osoba];2014;11630;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;mężczyźni;wartość [osoba];2015;9173;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;kobiety;wartość [osoba];2015;11297;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;mężczyźni;wartość [osoba];2016;9152;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;kobiety;wartość [osoba];2016;11410;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;mężczyźni;wartość [osoba];2017;9002;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;kobiety;wartość [osoba];2017;11482;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;mężczyźni;wartość [osoba];2018;9099;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;kobiety;wartość [osoba];2018;11580;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;mężczyźni;wartość [osoba];2019;9522;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;kobiety;wartość [osoba];2019;11778;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;mężczyźni;wartość [osoba];2020;8971;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;kobiety;wartość [osoba];2020;11162;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;mężczyźni;wartość [osoba];2021;9372;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;kobiety;wartość [osoba];2021;11437;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;mężczyźni;wartość [osoba];2022;9762;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;kobiety;wartość [osoba];2022;11915;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;mężczyźni;wartość [osoba];2023;9941;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Małopolskie;zdało;kobiety;wartość [osoba];2023;12211;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;mężczyźni;wartość [osoba];2010;22265;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;kobiety;wartość [osoba];2010;27651;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;mężczyźni;wartość [osoba];2011;20920;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;kobiety;wartość [osoba];2011;26010;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;mężczyźni;wartość [osoba];2012;20796;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;kobiety;wartość [osoba];2012;25683;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;mężczyźni;wartość [osoba];2013;20071;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;kobiety;wartość [osoba];2013;24151;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;mężczyźni;wartość [osoba];2014;19384;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;kobiety;wartość [osoba];2014;23365;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;mężczyźni;wartość [osoba];2015;18074;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;kobiety;wartość [osoba];2015;21622;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;mężczyźni;wartość [osoba];2016;17140;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;kobiety;wartość [osoba];2016;20468;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;mężczyźni;wartość [osoba];2017;17474;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;kobiety;wartość [osoba];2017;20174;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;mężczyźni;wartość [osoba];2018;17099;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;kobiety;wartość [osoba];2018;19815;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;mężczyźni;wartość [osoba];2019;17218;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;kobiety;wartość [osoba];2019;20163;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;mężczyźni;wartość [osoba];2020;18763;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;kobiety;wartość [osoba];2020;21274;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;mężczyźni;wartość [osoba];2021;19900;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;kobiety;wartość [osoba];2021;22962;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;mężczyźni;wartość [osoba];2022;20350;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;kobiety;wartość [osoba];2022;23002;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;mężczyźni;wartość [osoba];2023;19366;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;przystąpiło;kobiety;wartość [osoba];2023;22726;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;mężczyźni;wartość [osoba];2010;18015;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;kobiety;wartość [osoba];2010;22719;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;mężczyźni;wartość [osoba];2011;15920;
